param,value,accuracy
champion_survival_percentage,0.0,0.8833333333333334
champion_survival_percentage,0.1,0.8300000000000001
champion_survival_percentage,0.2,0.7866666666666668
champion_survival_percentage,0.30000000000000004,0.8766666666666667
champion_survival_percentage,0.4,0.8966666666666668
champion_survival_percentage,0.5,0.8833333333333334
