param,value,accuracy
crossover_rate,0.6,0.8633333333333335
crossover_rate,0.7,0.8800000000000001
crossover_rate,0.7999999999999999,0.9200000000000002
crossover_rate,0.8999999999999999,0.9266666666666667
crossover_rate,0.9999999999999999,0.8800000000000001
